transaction_id,customer_id,transaction_amount,transaction_type,account_age,num_previous_frauds,merchant_risk_score,fraud_flag
2656,3922,1390.012821440976,In-Store,4,2,0.10422689004797303,0
2657,3295,7158.1141175599905,Wire Transfer,13,0,0.5110775021385325,0
2658,3974,831.2327696003413,Wire Transfer,14,3,0.11963537634280307,0
2659,3356,3532.139298574532,Wire Transfer,9,0,0.6161374739267718,0
2660,4444,2525.5651383033414,Wire Transfer,6,0,0.6694676028819845,0
2661,2129,7605.256087082023,ATM,12,1,0.2812675002793602,0
2662,2884,34.454257227273786,ATM,13,1,0.9878475892108968,0
2663,1314,1162.69332244932,Wire Transfer,6,3,0.8504237249493213,0
2664,1608,999.0853345978445,Wire Transfer,19,3,0.517449480214734,0
2665,4925,3187.5897484936495,ATM,8,3,0.3785978334103608,0
2666,3992,2332.470194897122,In-Store,5,0,0.11110491156543095,0
2667,3586,2290.545023475545,Online,8,4,0.7239366192869043,0
2668,3119,3710.2286805668678,Wire Transfer,13,1,0.3365948377650778,0
2669,1377,2148.349285091845,In-Store,13,4,0.45519016096274867,0
2670,2519,1071.0797449785687,Online,5,2,0.48575978186174407,0
2671,4256,5836.680130721794,Online,14,1,0.8684341144428998,0
2672,1133,9517.859593230958,In-Store,18,2,0.8662653597705297,0
2673,4245,6075.5776211115135,Wire Transfer,15,2,0.7985968665419797,0
2674,2816,7572.6364995921585,Online,1,3,0.7901191561330669,0
2675,4681,9722.046623529113,Wire Transfer,7,0,0.5452683277174722,0
2676,1392,1540.0948251341556,Wire Transfer,10,4,0.8120072121009142,0
2677,4135,4603.501621167837,In-Store,2,2,0.8723280973310601,0
2678,4043,5822.655101767012,ATM,13,3,0.5485952243595924,0
2679,1414,3227.9071379897864,Wire Transfer,3,0,0.9103520622263824,0
2680,3450,6135.163490581267,ATM,8,1,0.9913427437363672,0
2681,2136,6241.966696708188,In-Store,12,2,0.2577538394396719,0
2682,3112,8423.870070306797,In-Store,4,3,0.9811292486721283,0
2683,2751,8326.828672769783,In-Store,8,3,0.32116856912349523,0
2684,1865,1433.7941691107,In-Store,1,3,0.9406279717374458,0
2685,3448,1697.2299833038608,Online,3,1,0.8659978282852738,0
2686,1289,2231.496158047278,ATM,15,0,0.9244508897752202,0
2687,2506,2619.690007976318,In-Store,15,4,0.514927801888757,0
2688,4491,5649.289138364786,In-Store,12,4,0.2359556545144705,0
2689,2932,3281.628505153753,Wire Transfer,1,2,0.30035901862642955,0
2690,2338,9530.097239628527,ATM,11,0,0.3742247733246895,0
2691,4160,1191.8311983495703,In-Store,19,2,0.3247468163620595,0
2692,3806,2472.3849152579755,ATM,5,4,0.9706439875869272,1
2693,3891,8684.49224576748,ATM,17,1,0.24046372738949498,0
2694,3708,5847.468039234446,In-Store,2,0,0.7172135664460799,0
2695,3404,5478.810178091489,Online,13,0,0.560439571037221,0
2696,1877,5947.509064820502,In-Store,3,2,0.1307861281074217,0
2697,4045,2530.1229499704596,Online,13,2,0.290426662134779,0
2698,2984,7616.857759390466,In-Store,8,1,0.9402129750476533,0
2699,1751,4970.355815349031,Online,13,0,0.8351420239477678,0
2700,4589,435.5334531493895,Wire Transfer,3,4,0.6273606752998394,0
2701,1748,1779.8110402646612,ATM,9,4,0.16905888266747338,0
2702,1364,8168.075312261625,ATM,2,3,0.22468339228954065,0
2703,1266,3456.9972087285923,In-Store,8,4,0.7575418964842262,0
2704,4919,7736.70682889361,In-Store,1,3,0.7813528567953011,0
2705,1405,6637.133586510619,Online,15,3,0.9622878926167139,0
2706,4821,3021.583209457064,Online,8,2,0.28503422512295334,0
2707,1138,1279.0850845657214,Online,8,4,0.6841579658442252,0
2708,2188,8071.383412727241,Online,7,3,0.48775582905870685,0
2709,2817,6434.4427346884395,Online,13,4,0.2024662221907753,0
2710,2720,3014.96711044021,In-Store,7,4,0.4025383550008156,0
2711,3713,5237.5169325600355,ATM,7,4,0.4307004325302387,0
2712,4177,6122.911684465022,Online,11,1,0.5081018032484428,0
2713,4220,31.164031576823007,ATM,2,3,0.36372991227163887,0
2714,3232,6708.427615091538,ATM,11,4,0.5973988008500382,0
2715,2433,6564.219890151981,In-Store,19,2,0.6458095281382937,0
2716,3830,834.9584318214177,Wire Transfer,1,1,0.4715165360702138,0
2717,1870,7879.655803835937,Online,17,3,0.43605335593552663,0
2718,1702,8252.637611436263,Online,1,0,0.6899578328431863,0
2719,2698,2908.7230825995853,Online,13,3,0.14878324627364692,0
2720,3954,1630.504445031623,Online,6,1,0.879768630130537,0
2721,1200,6867.95017587177,In-Store,5,2,0.9771690593100633,0
2722,1617,1242.2680829107405,Wire Transfer,2,1,0.14977809322792984,0
2723,4798,8581.843745415697,In-Store,10,4,0.7382619061072724,0
2724,4907,4806.493555594301,Online,19,1,0.3270142070311802,0
2725,3013,9098.991730049784,Online,7,0,0.4870164241912065,0
2726,3267,6425.272026352103,ATM,15,0,0.34357850899840353,0
2727,1856,2858.0717369033505,ATM,11,4,0.29282193161613657,0
2728,4541,4685.696779516125,Wire Transfer,6,4,0.49688542568115224,0
2729,2752,5298.1780049481695,Online,5,0,0.4344476090056062,1
2730,4059,8153.435062383862,Online,4,2,0.4832119231894221,0
2731,3009,8619.933090058876,Wire Transfer,6,1,0.8272753826073395,0
2732,4505,6833.287644379318,ATM,7,0,0.9807837194993694,0
2733,4100,2949.0390706751805,ATM,12,4,0.22899838188977778,0
2734,4821,5290.399394548225,Online,14,4,0.7696873400532456,0
2735,1063,1314.9123052791272,ATM,2,2,0.5941907546997095,0
2736,3984,2308.7936597912226,Wire Transfer,3,3,0.43571626795579643,0
2737,2119,3037.5557558242326,In-Store,5,4,0.6945158775976921,0
2738,4737,736.8717165097811,ATM,10,2,0.8933733567226111,0
2739,3587,8851.036170650921,Wire Transfer,7,0,0.6773575581660203,0
2740,3557,1235.2153304797816,Online,9,3,0.7332705586150459,0
2741,2363,6971.418873593672,In-Store,18,0,0.23341813789070992,0
2742,2711,5061.5620694902955,Wire Transfer,6,2,0.7416263307646336,0
2743,1250,8319.360607472308,In-Store,10,0,0.9875127663772149,0
2744,2729,7412.947124684651,ATM,12,1,0.9636397637499302,0
2745,4350,7599.78267334346,Online,2,2,0.4682746703629451,0
2746,1038,4189.279313801914,ATM,1,3,0.8940337368312838,0
2747,1068,8341.42159760191,ATM,4,4,0.6322293427050846,0
2748,1276,956.47133711219,Wire Transfer,15,0,0.20646330147553216,0
2749,4191,4449.745968447812,Wire Transfer,2,2,0.9803808080403502,0
2750,2109,9946.194467392046,ATM,3,0,0.6518691495357906,0
2751,3224,9481.664304974931,Wire Transfer,17,2,0.19528736554730736,0
2752,4018,831.3037239713868,Wire Transfer,2,2,0.615026026498036,0
2753,3653,5734.126035776708,In-Store,13,3,0.7493042001314874,0
2754,2115,3163.349611423222,ATM,8,0,0.31353322852196497,0
2755,2443,7287.440624748651,ATM,19,0,0.7141990884452899,0
2756,3128,7360.516462149176,Wire Transfer,10,2,0.96933958659299,1
2757,1340,10.931747532216331,ATM,7,1,0.3084823148419704,1
2758,1420,8459.733615905849,ATM,4,4,0.5417617009817842,0
2759,3275,2243.591250288761,Wire Transfer,18,4,0.3826080592334803,0
2760,2918,9659.407076050453,Online,3,1,0.4491121403786078,0
2761,1472,9055.258765882088,Wire Transfer,15,3,0.8533990198586123,1
2762,3135,1914.6838999774718,Online,17,1,0.8411844582916448,0
2763,4421,6366.990885392646,Online,8,1,0.10751291245757995,0
2764,4711,2970.5495470407577,In-Store,15,3,0.20987012768534608,0
2765,2833,1038.8115122234974,Online,13,2,0.4141067021116699,0
2766,3237,8741.283257761734,ATM,14,0,0.37273313957438503,0
2767,1866,1816.456457412751,Wire Transfer,4,4,0.1842277745959886,0
2768,4028,4215.465928525652,ATM,11,4,0.7188918991290706,0
2769,2669,9242.64936892996,Online,3,4,0.6784268988197305,0
2770,1980,762.7898705585702,Wire Transfer,19,1,0.3233115272717746,0
2771,3183,5510.339112315911,Wire Transfer,13,2,0.4255007258514004,0
2772,4396,5725.722279483328,Wire Transfer,4,2,0.5391682115145936,0
2773,3087,7633.036439668001,Wire Transfer,13,1,0.140761705229326,1
2774,4721,8273.037388890978,In-Store,15,3,0.23931775930535512,0
2775,4358,4247.1965096577915,In-Store,6,3,0.6821363217896241,0
2776,1255,7439.393576572423,In-Store,18,2,0.5370903548825949,0
2777,4869,9105.288778306112,Wire Transfer,8,1,0.6404262747527811,0
2778,3994,8863.799328568039,ATM,9,4,0.9759735071735558,0
2779,2620,5023.172495472823,Online,2,0,0.7799548568486759,0
2780,2443,6074.2251996375535,In-Store,10,2,0.9714091683082738,0
2781,4900,6731.360530527467,ATM,2,4,0.6318559614396914,0
2782,1538,8192.896911164922,In-Store,9,2,0.10131946822157106,0
2783,2765,5082.25356748429,In-Store,9,0,0.1843981520163988,0
2784,4362,1127.88119276774,Online,13,3,0.7272830600347829,0
2785,4387,3859.1643537981977,Wire Transfer,10,2,0.374561177668405,0
2786,2823,7204.818773418217,ATM,7,1,0.4723955449000451,0
2787,1857,6241.751462387046,In-Store,13,3,0.7078761242016276,0
2788,1131,7537.383096827576,Wire Transfer,5,3,0.40009145770156884,0
2789,2626,5004.537845840098,ATM,12,4,0.8862903066537644,0
2790,3915,1752.303677726555,In-Store,9,1,0.4486835162411962,0
2791,1740,1160.9233106857519,Wire Transfer,9,2,0.13989136787167888,0
2792,3586,4817.8067707449345,Online,18,2,0.9857876929915499,0
2793,4374,2065.191113791686,In-Store,8,1,0.5407504804962325,0
2794,3031,9822.846211657055,Wire Transfer,18,3,0.41548775592138465,0
2795,2925,1995.5421896740038,Online,10,2,0.9092459032088431,0
2796,3001,5672.175103949699,Wire Transfer,1,2,0.8747843419408375,0
2797,1281,27.661662565985658,In-Store,10,2,0.13403520805526717,0
2798,3539,2543.914371167627,Online,5,0,0.8275954732198664,0
2799,3327,2598.793487318936,In-Store,18,1,0.5409721581068553,1
2800,4571,7382.494481803886,Wire Transfer,19,0,0.7061038773482118,0
2801,4270,4961.305124059151,Wire Transfer,13,0,0.23135935386540254,0
2802,2398,130.79759159770913,In-Store,6,4,0.7007222750877649,0
2803,4371,3797.9176791702507,In-Store,17,2,0.30708667848275434,0
2804,4981,6451.3631597502435,ATM,14,0,0.20561498108420545,0
2805,1908,6370.702479158712,ATM,6,1,0.22119487858539383,0
2806,1665,548.3482549834292,In-Store,16,4,0.3699430507324314,0
2807,2322,9289.840194411463,Wire Transfer,9,4,0.9924852978357653,0
2808,3602,2477.4407767861708,Wire Transfer,4,3,0.14885539936522413,0
2809,2345,8916.345879907274,Wire Transfer,18,3,0.397822823197846,0
2810,2133,2142.0103148174535,ATM,5,4,0.5725503170519276,0
2811,2646,5682.824339827537,Wire Transfer,1,1,0.2862100246921808,0
2812,1470,4066.742279376936,ATM,15,0,0.9654453280526654,0
2813,1411,5817.679338632642,Wire Transfer,12,3,0.5145096741578887,0
2814,1512,4983.6495135238665,In-Store,14,0,0.7234456489198741,0
2815,2503,30.452635428283564,Wire Transfer,12,1,0.42397028789545843,0
2816,2163,3519.8104242379286,In-Store,13,0,0.27477924485643535,0
2817,3925,122.05939173369741,In-Store,3,4,0.3732499303279829,0
2818,3737,6836.831681234503,Wire Transfer,14,3,0.3517096221634477,0
2819,3996,8536.42309383342,ATM,7,1,0.8627956952254651,0
2820,4575,3853.297472481507,ATM,3,4,0.11328465225766188,0
2821,3107,5252.772355305405,ATM,9,1,0.9042788807723894,0
2822,2206,667.7150983207968,Wire Transfer,4,3,0.4536042872974686,0
2823,1418,3858.122114047187,In-Store,2,0,0.6551470116121533,0
2824,1956,1397.215460248601,ATM,3,1,0.8250083249326086,0
2825,2817,656.371371093867,ATM,1,3,0.514889511605812,0
2826,4998,1728.6111435337807,Online,5,4,0.18334996357253486,0
2827,1824,8709.73099621511,Wire Transfer,9,3,0.587528339568968,0
2828,1907,9822.2219892562,Wire Transfer,18,0,0.20942167838569664,0
2829,1732,8793.349186368316,Wire Transfer,13,3,0.8422070405795811,0
2830,2924,9697.008012140397,Online,19,4,0.6831015226653538,0
2831,4298,7310.759946839769,In-Store,19,4,0.6329297224866037,0
2832,1390,1605.4579431882803,In-Store,7,1,0.10034885803985576,0
2833,4215,5636.072826248558,ATM,7,4,0.9640655278467282,0
2834,3783,7318.6447356409,Online,15,2,0.21729847238939598,0
2835,2587,5139.49331354649,Online,17,4,0.26511576443712187,0
2836,4664,5551.125668681309,In-Store,3,0,0.9875428330711167,0
2837,1660,5866.039049194978,ATM,17,4,0.18057806932747766,0
2838,1026,4673.795929400709,Wire Transfer,14,1,0.7674811706349335,0
2839,4815,2912.9787796595506,Wire Transfer,5,4,0.1854656989470301,0
2840,3670,6373.881136658235,Wire Transfer,7,3,0.7595318758985847,0
2841,2531,544.5488749827905,In-Store,19,3,0.9004465856774737,0
2842,1883,1717.5631945153377,Wire Transfer,19,3,0.41472584388161315,0
2843,4662,9253.362764489784,ATM,1,2,0.3811326253803522,1
2844,2814,4893.274362363215,Online,19,1,0.939698066257083,0
2845,1126,8218.621275505588,ATM,17,3,0.16718526118233296,0
2846,2479,7268.1415099517935,Online,15,3,0.41279196841226495,0
2847,3328,3213.8834493020286,Wire Transfer,8,3,0.6876352123720244,0
2848,2418,8038.454139973969,Online,8,1,0.7187406075652458,0
2849,1318,922.3111761325516,Wire Transfer,1,3,0.507716170808053,0
2850,3488,8751.032760921926,Online,9,2,0.8682826903629605,0
2851,1340,6808.794413290924,In-Store,2,3,0.864072506816889,0
2852,1693,9271.45244601547,In-Store,1,0,0.8353610439476912,0
2853,1118,8956.148898486563,In-Store,16,2,0.25369500072349593,0
2854,1777,3808.8177353316355,ATM,13,0,0.6820151559549753,0
2855,3737,8569.756893474989,In-Store,11,3,0.8658850898758577,0
2856,3760,5634.530559473155,Online,1,3,0.18484527595709888,0
2857,2391,1579.5720205029274,Wire Transfer,6,1,0.32012799221869775,0
2858,1384,8297.213125278924,In-Store,1,0,0.9801820447917942,0
2859,3557,9080.118388816287,Wire Transfer,6,0,0.5156878402483168,0
2860,3005,854.626604514403,Online,9,4,0.5771767877354892,0
2861,2605,9306.222912662648,In-Store,13,4,0.4152441434268014,0
2862,2181,6016.636447091709,ATM,16,4,0.45297172117746276,0
2863,4894,268.71517986810807,ATM,4,4,0.9050700938968925,0
2864,2633,5422.528366391137,Online,11,0,0.28831310530481363,0
2865,2740,7969.522852490929,In-Store,13,1,0.3512340840145034,0
2866,1085,5336.4826568808485,In-Store,1,4,0.5505906446663804,0
2867,2925,7075.390077039031,Online,3,0,0.3795144235262854,0
2868,3408,8797.03149145369,ATM,11,1,0.9033699859944062,0
2869,4053,8698.917486452185,In-Store,8,1,0.6696878086946748,0
2870,3839,1796.910480176041,In-Store,1,4,0.553367871744471,0
2871,2108,4277.028950704844,In-Store,19,0,0.643662232063813,0
2872,1358,1120.5390081421801,Wire Transfer,14,2,0.11784694380860489,0
2873,3774,5955.027192659616,Wire Transfer,18,0,0.7675793427677885,0
2874,4204,9547.720243945167,ATM,6,1,0.40188715693460897,0
2875,2926,1826.6512599682057,In-Store,9,3,0.6473760435342208,0
2876,4458,4042.2673342158196,ATM,9,4,0.8489620125928934,0
2877,4318,9540.727731906984,Wire Transfer,15,1,0.41093917073650843,0
2878,4212,7503.681081882541,Wire Transfer,5,2,0.13326693758749655,0
2879,2973,720.9830959148926,In-Store,19,2,0.10087297083619076,0
2880,1446,4289.871510065694,ATM,9,2,0.8738482832944791,0
2881,4147,9878.978357961376,Online,9,2,0.5918736661406206,0
2882,2925,4537.893558832905,ATM,17,0,0.685406126031187,0
2883,4169,6297.720085270185,Online,15,1,0.6371127822628853,0
2884,2998,7012.7572436146065,In-Store,10,2,0.2521063151740922,0
2885,2326,6642.674584588186,Wire Transfer,9,1,0.13441925141752717,0
2886,4537,5191.997405818709,In-Store,19,1,0.3188814147933034,0
2887,2078,1336.628918035038,Wire Transfer,7,3,0.9918024578223159,0
2888,1304,7087.064452204333,In-Store,13,0,0.47601188508776926,0
2889,2976,9333.945448386641,Online,2,3,0.9325697938806158,0
2890,3818,9417.549506248502,In-Store,18,4,0.33423249343122075,0
2891,1533,5937.960167643958,ATM,8,4,0.7438516221137081,0
2892,3082,4927.052916552992,ATM,8,4,0.12343885063324851,0
2893,2563,3346.271392247093,Online,9,3,0.11180213303842845,0
2894,4560,1044.6541971106385,ATM,13,1,0.5192952223768749,0
2895,3729,8832.347064588084,Online,12,4,0.6841785938509796,0
2896,2163,1379.1636716282967,Online,7,4,0.9660169106696573,0
2897,2014,2886.577837219896,Wire Transfer,13,3,0.12673187578128067,0
2898,1640,7406.580722817221,Wire Transfer,13,1,0.989085106263409,0
2899,2123,7050.589199788895,In-Store,4,4,0.5246304212774863,0
2900,4037,6813.317412779947,Wire Transfer,2,0,0.7897454842600812,0
2901,4444,7419.652884594556,Online,2,4,0.6816574179428648,0
2902,1758,5424.354365349571,Wire Transfer,5,3,0.3230069521320158,0
2903,4094,1557.9602517083883,ATM,2,3,0.3992814967571878,0
2904,2892,9983.596550161055,ATM,15,0,0.6320018324399739,0
2905,1283,8922.474475748459,In-Store,2,1,0.1867327807203811,0
2906,1112,4317.21094814635,Online,2,0,0.7972478150450123,0
2907,3420,5307.957836448816,In-Store,8,4,0.8196257300726626,0
2908,1196,3941.5739920351634,In-Store,5,3,0.8385713342637974,0
2909,2187,6383.401974775352,Wire Transfer,16,1,0.863726617090244,0
2910,1892,7314.088997135962,In-Store,14,4,0.7201823616637597,0
2911,1821,2323.316355773284,Wire Transfer,8,0,0.7695473439114234,0
2912,2454,4333.637369787847,Wire Transfer,11,4,0.6298203323469456,0
2913,4639,6405.945519554626,In-Store,11,0,0.3040047124368357,0
2914,3057,9880.317008647145,In-Store,8,2,0.17473932524810168,0
2915,2668,3255.492616646216,Online,16,2,0.26069935890973017,0
2916,3445,7452.5544641217475,Wire Transfer,8,3,0.2737959496656357,0
2917,3199,3473.2509178414443,ATM,12,1,0.7821014511190847,0
2918,1190,932.474132833223,Online,5,3,0.95297363969454,0
2919,2819,7703.7567420745345,Wire Transfer,3,4,0.8329944023910179,0
2920,1276,6496.575760925679,Wire Transfer,18,2,0.9929834527735034,0
2921,3540,5148.253758072812,Wire Transfer,1,3,0.13929412437877423,0
2922,2266,6753.608529379643,Wire Transfer,19,0,0.12887781459377617,0
2923,3535,8794.207539050649,Wire Transfer,13,1,0.7151942512439909,0
2924,4915,7567.540904000764,Online,11,2,0.12304649394508693,0
2925,1275,8579.596055032609,Wire Transfer,1,1,0.9016542036963388,0
2926,3237,2907.2881764929953,In-Store,18,1,0.524955706292877,0
2927,2650,8006.830337779015,ATM,19,2,0.9319668998676334,0
2928,3911,3606.4933778597806,Online,13,0,0.3248681237699931,0
2929,2330,216.31204537533375,Online,8,0,0.6781674123415788,0
2930,2893,441.4105222054243,ATM,18,0,0.729148842805305,0
2931,3343,7306.242081424523,Online,2,1,0.3585355774217601,0
2932,4305,2726.373953348583,Wire Transfer,19,0,0.43053149016443004,0
2933,3388,3082.7666929646925,Wire Transfer,19,4,0.5963060388747997,0
2934,1592,6229.554680894113,ATM,5,4,0.4452783265651664,0
2935,4264,7417.677506549387,Online,8,0,0.5423693061690374,0
2936,1882,5593.253668824756,In-Store,3,0,0.5104049223607993,0
2937,2387,7066.6586909354555,ATM,2,2,0.6993925180817037,0
2938,4995,9411.117836749074,Online,6,2,0.17319478253240467,0
2939,3997,8543.05785175377,Online,16,3,0.9609615224209578,0
2940,3305,2415.6284751270696,ATM,15,1,0.19256236087076745,0
2941,1976,9068.848560886669,Wire Transfer,4,1,0.4042957413433802,0
2942,2534,2979.6699099329708,ATM,2,2,0.10783242572304197,0
2943,2254,6609.276708222319,ATM,14,4,0.834417402345289,0
2944,1013,8748.416071990721,ATM,6,3,0.20126127815379202,0
2945,2037,6238.2268114042035,ATM,4,2,0.35064311342758236,0
2946,3603,8063.899399730955,ATM,1,3,0.5065858091574288,0
2947,2007,9274.197617718932,Wire Transfer,14,1,0.8595779092422422,0
2948,3257,9669.701280466532,In-Store,3,1,0.7905226013378245,0
2949,2063,4112.222972298556,Wire Transfer,4,1,0.23493414438441163,0
2950,4105,9927.754383879328,In-Store,14,4,0.5020001374041974,0
2951,3794,2724.0948262082934,Wire Transfer,19,2,0.3994614235801217,0
2952,4904,4627.243907022617,ATM,9,3,0.9536419428418931,0
2953,4305,7609.448539839321,Online,14,2,0.87016904693079,0
2954,2809,9701.83414353595,In-Store,4,1,0.23538189291982792,0
2955,2903,538.8841988365078,In-Store,4,1,0.4866702158985816,0
2956,4361,9456.960550086742,Online,12,2,0.5002157494223185,0
2957,1854,9986.768220622096,In-Store,8,0,0.9648242179130456,0
2958,4504,9096.698617942568,Wire Transfer,16,0,0.8157313900455193,0
2959,3895,1092.758311790928,In-Store,11,2,0.8281401356244004,0
2960,4812,8408.59558325275,Wire Transfer,7,1,0.4312993675670478,1
2961,2915,6401.220418314634,ATM,14,3,0.725977052886536,0
2962,3998,105.17012816286652,In-Store,10,0,0.38821509248292074,0
2963,2341,9843.918352550832,In-Store,2,2,0.8420826466843719,0
2964,3687,1513.7319960988418,In-Store,13,4,0.9640770199942844,0
2965,2861,3974.2457552610617,Wire Transfer,9,2,0.6491132255133669,0
2966,3455,312.42231534205087,ATM,18,1,0.5758582029794462,0
2967,4792,3102.095957139598,Online,10,2,0.8852443148502347,0
2968,3863,5687.573976029635,Online,14,0,0.9145219048615387,0
2969,4151,9309.222693055766,Online,3,0,0.18117582772144003,0
2970,4878,9903.74161647484,Wire Transfer,7,2,0.7275810214890808,0
2971,3223,4239.349167922815,Online,11,3,0.6656173193981026,0
2972,2768,4287.557030392853,In-Store,6,2,0.28915343519044706,0
2973,4062,1611.8308836537385,ATM,15,3,0.21237391097204947,0
2974,4909,4988.6053776390145,ATM,15,0,0.35673057098190963,1
2975,3895,9401.409347454139,Wire Transfer,8,4,0.25208623386456264,0
2976,2800,1662.3076128405066,In-Store,13,3,0.31832373121427404,0
2977,2308,2672.067698524613,Online,12,2,0.925849560258677,0
2978,4993,8914.26555845006,ATM,12,1,0.9245956846387632,0
2979,4701,6268.041832134549,In-Store,9,1,0.3281862994608917,0
2980,2701,3311.7673072101597,In-Store,17,2,0.281906151670864,0
2981,1317,8129.322201988673,Wire Transfer,15,0,0.5090892094940652,0
2982,1409,1098.5517756040788,Wire Transfer,13,0,0.6975742773931672,0
2983,4213,8584.930144656699,In-Store,14,0,0.2241352953025475,0
2984,3018,5184.8366432182165,Wire Transfer,8,2,0.8356426302483397,0
2985,1246,7571.774959652221,In-Store,13,1,0.16621941162161785,0
2986,3224,5188.731999745589,Wire Transfer,3,4,0.20202043190175856,0
2987,3858,2470.2664897707446,ATM,8,1,0.6727572883947271,0
2988,2367,6412.077741614934,Wire Transfer,6,0,0.28379275541791277,0
2989,1263,1556.3634487078416,In-Store,11,2,0.30615228157292085,0
2990,1167,2306.4056411362785,ATM,10,2,0.8887281114462754,0
2991,2048,5497.763433430105,In-Store,8,4,0.4277587697909173,0
2992,1702,3905.9359772890916,In-Store,8,1,0.9291365229344755,0
2993,2923,7454.570830019314,Wire Transfer,7,0,0.19782923781973993,0
2994,2550,5839.889050640766,ATM,19,4,0.9384913654731581,0
2995,3575,3819.5379248130384,In-Store,12,0,0.923244925742223,0
2996,2333,3274.032048998802,Online,3,1,0.585778710330968,0
2997,2662,9133.29539186019,Wire Transfer,11,4,0.7824967733694397,0
2998,4850,410.42579298684495,ATM,13,0,0.4934458667628606,0
2999,3075,6913.400081449211,ATM,16,3,0.7891292376760339,0
3000,2798,3925.0668031660466,In-Store,9,2,0.3187428631644933,0
3001,2393,3779.803168888369,ATM,16,1,0.9128305577807908,0
3002,4455,6522.24896511496,ATM,5,2,0.8096208386913953,0
3003,4365,8506.142884905854,Online,8,0,0.7593155022091734,0
3004,1663,7246.878330747489,ATM,12,4,0.8243679070542702,0
3005,4550,6704.411569767765,Online,3,0,0.41036159531563343,1
3006,3627,4967.0624759135535,Wire Transfer,3,3,0.27092642844116394,0
3007,3084,4697.092854493866,Wire Transfer,13,3,0.4193333793391245,0
3008,3935,4612.545602113894,Wire Transfer,3,1,0.13485957666483694,0
3009,1546,1463.0201582134714,ATM,9,2,0.3432073649895442,0
3010,1645,5599.434853835833,Wire Transfer,1,0,0.6465713136170387,0
3011,1877,3161.4881379194053,Online,6,3,0.8618877718475223,0
3012,1672,6186.096683291204,ATM,19,4,0.9372926237320509,0
3013,1371,5348.009123767693,ATM,16,0,0.7499566466613569,0
3014,1735,9399.842711660529,Online,1,1,0.9026666550712221,0
3015,2645,4354.952019246666,Online,10,4,0.36222922513194933,0
3016,3149,6647.328108046053,Online,2,2,0.7099382599853298,1
3017,4426,5932.097561312111,Wire Transfer,3,1,0.9790901404896899,0
3018,3512,6847.103631461872,ATM,7,2,0.6497119733392536,0
3019,3741,2677.078839140757,In-Store,6,2,0.48509253833203403,0
3020,1479,2579.916954741831,In-Store,15,3,0.33641490398914886,0
3021,3957,5601.182782728465,ATM,2,2,0.38329117136252255,0
3022,4730,8492.12519781988,ATM,17,4,0.28222365256949355,0
3023,3263,7202.886750129965,Online,19,4,0.7325952882561385,0
3024,4046,4894.457649824203,Wire Transfer,14,4,0.7515954668303825,0
3025,4722,2558.3933876543547,Online,17,0,0.801591220330045,0
3026,2350,7595.878788749198,Online,19,3,0.5206992493759465,0
3027,1699,9263.199514150601,In-Store,2,3,0.22443426895518198,0
3028,3647,2138.0730066388746,Wire Transfer,16,4,0.47973329627114714,0
3029,2270,7992.946274915176,ATM,16,0,0.773704320558897,0
3030,2012,1732.7308295376279,ATM,3,2,0.8702125449566239,0
3031,2721,9008.821952984803,In-Store,14,2,0.17303597185420555,0
3032,4159,6424.078439919203,Online,7,2,0.31950911164486084,0
3033,1333,1818.2899425745327,Wire Transfer,10,3,0.9657669723314818,0
3034,1663,372.23269268149323,Online,9,2,0.48877207372730047,0
3035,1778,6949.216773247883,Wire Transfer,8,0,0.16359789027297222,0
3036,2223,6064.957222287937,Online,15,0,0.2833365414702603,1
3037,4454,6117.064986902325,Wire Transfer,12,2,0.8448184412180848,0
3038,4499,4827.796570606986,Online,6,3,0.7835377017419118,0
3039,2358,6148.287002653378,In-Store,15,1,0.29572855294004363,0
3040,4049,8733.498693963515,Wire Transfer,15,4,0.19141083421119745,0
3041,2781,9520.495800057455,Online,8,2,0.1714549612669959,0
3042,3497,3451.6344880788697,Wire Transfer,12,2,0.5496954608338561,0
3043,3263,4883.8409618018895,Online,2,4,0.7260061192870378,0
3044,1940,2737.5484885161627,In-Store,9,1,0.39136210298679586,0
3045,3633,4121.737639310295,Wire Transfer,8,2,0.17758456558145663,1
3046,3719,7960.9266558387535,Online,8,2,0.5428021857770544,0
3047,2278,4255.641492765857,In-Store,4,1,0.29706994804674636,0
3048,4600,3922.487721153057,Online,5,4,0.26283053306522886,0
3049,2016,8502.60992847219,ATM,17,0,0.7971876042710586,0
3050,1504,22.710893331001486,Online,7,2,0.6439624693752174,0
3051,1437,8523.358881794014,ATM,1,2,0.3835881984926869,0
3052,4721,1822.2655811250054,In-Store,10,3,0.5144946712514249,0
3053,3517,2752.3746306759163,Online,14,1,0.3015307893280583,1
3054,1005,3622.4745946575745,Wire Transfer,19,2,0.6054988441394553,0
3055,3266,8807.715786226565,Wire Transfer,9,3,0.7812955732963764,0
3056,4987,9087.728593029775,Wire Transfer,11,0,0.4855603812487638,0
3057,2536,6615.173787410403,Wire Transfer,12,1,0.44535753707076764,0
3058,3623,4400.034216980503,Online,1,0,0.32658814261647434,0
3059,4792,5166.116825145717,Online,17,3,0.3911240175870869,0
3060,1512,5808.212076187752,ATM,1,4,0.424051975749298,0
3061,1868,9540.368137388916,Online,1,1,0.38152039699019924,0
